Frame Number,Timecode,content_val,delta_edges,delta_hue,delta_lum,delta_sat
25,00:00:00.801,6.329571759259259e-05,0.0,0.0,0.00018988715277777778,0.0
26,00:00:00.834,6.329571759259259e-05,0.0,0.0,0.00018988715277777778,0.0
27,00:00:00.868,6.329571759259259e-05,0.0,0.0,0.00018988715277777778,0.0
28,00:00:00.901,6.329571759259259e-05,0.0,0.0,0.00018988715277777778,0.0
29,00:00:00.934,6.329571759259259e-05,0.0,0.0,0.00018988715277777778,0.0
30,00:00:00.968,6.329571759259259e-05,0.0,0.0,0.00018988715277777778,0.0
31,00:00:01.001,0.0002712673611111111,0.0,0.0,0.0008138020833333334,0.0
32,00:00:01.034,0.0002983940972222222,0.0,0.0,0.0008951822916666666,0.0
33,00:00:01.068,0.0001537181712962963,0.0,0.0,0.0004611545138888889,0.0
34,00:00:01.101,0.0001537181712962963,0.0,0.0,0.0004611545138888889,0.0
35,00:00:01.134,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
36,00:00:01.168,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
37,00:00:01.201,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
38,00:00:01.235,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
39,00:00:01.268,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
40,00:00:01.301,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
41,00:00:01.335,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
42,00:00:01.368,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
43,00:00:01.401,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
44,00:00:01.435,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
45,00:00:01.468,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
46,00:00:01.502,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
47,00:00:01.535,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
48,00:00:01.568,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
49,00:00:01.602,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
50,00:00:01.635,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
51,00:00:01.668,0.0,0.0,0.0,0.0,0.0
52,00:00:01.702,0.0,0.0,0.0,0.0,0.0
53,00:00:01.735,0.0,0.0,0.0,0.0,0.0
54,00:00:01.768,0.011257595486111112,0.3873697916666667,0.0,0.033772786458333336,0.0
55,00:00:01.802,0.011149088541666666,0.5948893229166666,0.0,0.033447265625,0.0
56,00:00:01.835,0.00832790798611111,0.3873697916666667,0.0,0.024983723958333332,0.0
57,00:00:01.869,0.006582754629629629,0.09684244791666667,0.0,0.019748263888888888,0.0
58,00:00:01.902,0.008454499421296295,0.19368489583333334,0.0,0.025363498263888888,0.0
59,00:00:01.935,0.0,0.0,0.0,0.0,0.0
60,00:00:01.969,0.00010850694444444444,0.0,0.0,0.0003255208333333333,0.0
61,00:00:02.002,1.6227213541666667,6.875813802083333,3.307156032986111,0.5852864583333334,0.9757215711805556
62,00:00:02.035,0.017243561921296297,0.186767578125,0.009087456597222222,0.042426215277777776,0.00021701388888888888
63,00:00:02.069,0.014205367476851851,0.5672200520833334,0.0,0.04261610243055555,0.0
64,00:00:02.102,0.007694950810185185,0.6294759114583334,0.0,0.023084852430555556,0.0
65,00:00:02.135,0.013337311921296295,0.6986490885416666,0.0,0.03982204861111111,0.00018988715277777778
66,00:00:02.169,0.019287109375,0.5326334635416666,0.0,0.057861328125,0.0
67,00:00:02.202,0.013337311921296295,0.2628580729166667,0.0,0.04001193576388889,0.0
68,00:00:02.236,0.006483289930555556,0.3458658854166667,0.0,0.019449869791666668,0.0
69,00:00:02.269,0.012641059027777778,0.6778971354166666,0.000732421875,0.033528645833333336,0.003662109375
70,00:00:02.302,0.0018988715277777778,0.0,0.000732421875,0.0013020833333333333,0.003662109375
71,00:00:02.336,0.0,0.0,0.0,0.0,0.0
72,00:00:02.369,0.0,0.0,0.0,0.0,0.0
73,00:00:02.402,0.007297092013888889,0.17985026041666666,0.0,0.021891276041666668,0.0
74,00:00:02.436,0.008138020833333334,1.2312825520833333,0.0,0.0244140625,0.0
75,00:00:02.469,0.014178240740740741,1.3004557291666667,0.0,0.042534722222222224,0.0
76,00:00:02.503,0.015986689814814815,0.228271484375,0.000732421875,0.04356553819444445,0.003662109375
77,00:00:02.536,0.011357060185185184,0.0,0.000732421875,0.029676649305555556,0.003662109375
78,00:00:02.569,0.01776801215277778,0.0,0.000732421875,0.048909505208333336,0.003662109375
79,00:00:02.603,0.001907913773148148,0.0,0.000732421875,0.0013292100694444445,0.003662109375
80,00:00:02.636,0.0018988715277777778,0.0,0.000732421875,0.0013020833333333333,0.003662109375
81,00:00:02.669,0.0018988715277777778,0.0,0.000732421875,0.0013020833333333333,0.003662109375
82,00:00:02.703,0.006989655671296296,0.0,0.0,0.020968967013888888,0.0
83,00:00:02.736,0.5412235966435185,5.0634765625,0.8203938802083334,0.7800835503472222,0.023193359375
84,00:00:02.769,0.013057002314814816,0.0,0.0,0.03917100694444445,0.0
85,00:00:02.803,0.31352177372685186,2.6078287760416665,0.4723036024305556,0.4512261284722222,0.017035590277777776
86,00:00:02.836,0.008355034722222222,0.055338541666666664,0.0032552083333333335,0.021294487847222224,0.0005154079861111111
87,00:00:02.870,0.6522442853009259,3.050537109375,0.4274631076388889,1.3828125,0.1464572482638889
88,00:00:02.903,0.012297453703703705,0.034586588541666664,0.009765625,0.026150173611111112,0.0009765625
89,00:00:02.936,0.011248553240740741,0.055338541666666664,0.006808810763888889,0.026340060763888888,0.0005967881944444445
90,00:00:02.970,0.013590494791666666,0.20060221354166666,0.022786458333333332,0.017198350694444444,0.0007866753472222222
91,00:00:03.003,0.023229528356481483,0.08992513020833333,0.036539713541666664,0.027587890625,0.005560980902777778
92,00:00:03.036,0.002152054398148148,0.0,0.000732421875,0.0020616319444444445,0.003662109375
93,00:00:03.070,0.001953125,0.0,0.000732421875,0.00146484375,0.003662109375
94,00:00:03.103,0.0020435474537037037,0.0,0.000732421875,0.001736111111111111,0.003662109375
95,00:00:03.136,0.001971209490740741,0.0,0.000732421875,0.0015190972222222222,0.003662109375
96,00:00:03.170,0.019911024305555556,0.0830078125,0.013753255208333334,0.03976779513888889,0.006212022569444444
97,00:00:03.203,0.030969690393518517,0.0830078125,0.020399305555555556,0.06703016493055555,0.005479600694444444
98,00:00:03.237,0.023980034722222224,0.027669270833333332,0.001003689236111111,0.06708441840277778,0.003851996527777778
99,00:00:03.270,0.008942780671296295,0.006917317708333333,0.0010579427083333333,0.019232855902777776,0.006537543402777778
100,00:00:03.303,0.01291232638888889,0.027669270833333332,0.0030381944444444445,0.029215494791666668,0.006483289930555556
101,00:00:03.337,0.009946469907407407,0.013834635416666666,0.001003689236111111,0.025119357638888888,0.003716362847222222
102,00:00:03.370,0.001998336226851852,0.0,0.0008680555555555555,0.001437717013888889,0.003689236111111111
103,00:00:03.403,0.00858109085648148,0.0,0.001003689236111111,0.020860460069444444,0.003879123263888889
104,00:00:03.437,0.001925998263888889,0.0,0.000732421875,0.0013834635416666667,0.003662109375
105,00:00:03.470,0.002486617476851852,0.0,0.0008138020833333334,0.002956814236111111,0.003689236111111111
106,00:00:03.504,0.1926902488425926,0.11759440104166667,0.13392469618055555,0.3614908854166667,0.08265516493055555
107,00:00:03.537,0.0022243923611111114,0.0,0.0008680555555555555,0.0020345052083333335,0.0037706163194444445
108,00:00:03.570,0.2772262008101852,0.22135416666666666,0.3538953993055556,0.4202202690972222,0.057562934027777776
109,00:00:03.604,0.3577473958333333,0.5879720052083334,0.5921223958333334,0.4447157118055556,0.03640407986111111
110,00:00:03.637,0.002152054398148148,0.048421223958333336,0.000732421875,0.0020616319444444445,0.003662109375
111,00:00:03.670,0.16689272280092593,4.876708984375,0.03944227430555555,0.4558919270833333,0.005343967013888889
112,00:00:03.704,0.007215711805555556,0.0,0.000732421875,0.017252604166666668,0.003662109375
113,00:00:03.737,0.0023871527777777775,0.0,0.0008138020833333334,0.002658420138888889,0.003689236111111111
114,00:00:03.770,0.0019169560185185186,0.0,0.000732421875,0.0013563368055555555,0.003662109375
115,00:00:03.804,0.0019169560185185186,0.0,0.000732421875,0.0013563368055555555,0.003662109375
116,00:00:03.837,0.0019169560185185186,0.0,0.000732421875,0.0013563368055555555,0.003662109375
117,00:00:03.871,0.001925998263888889,0.0,0.000732421875,0.0013834635416666667,0.003662109375
118,00:00:03.904,0.0,0.0,0.0,0.0,0.0
119,00:00:03.937,0.001907913773148148,0.0,0.000732421875,0.0013292100694444445,0.003662109375
120,00:00:03.971,9.04224537037037e-06,0.0,0.0,2.712673611111111e-05,0.0
121,00:00:04.004,1.6055591724537035,5.284830729166667,3.0981987847222223,0.5735134548611112,1.1449652777777777
122,00:00:04.037,0.016266999421296297,0.11067708333333333,0.004286024305555556,0.030788845486111112,0.013726128472222222
123,00:00:04.071,0.012568721064814816,0.006917317708333333,0.003173828125,0.021294487847222224,0.013237847222222222
124,00:00:04.104,0.007541232638888889,0.04150390625,8.138020833333333e-05,0.022379557291666668,0.00016276041666666666
125,00:00:04.137,0.00016276041666666666,0.0,8.138020833333333e-05,0.000244140625,0.00016276041666666666
126,00:00:04.171,0.00011754918981481481,0.0,8.138020833333333e-05,0.00010850694444444444,0.00016276041666666666
127,00:00:04.204,0.00014467592592592592,0.0,8.138020833333333e-05,0.00018988715277777778,0.00016276041666666666
128,00:00:04.238,0.00011754918981481481,0.0,8.138020833333333e-05,0.00010850694444444444,0.00016276041666666666
129,00:00:04.271,0.00011754918981481481,0.0,8.138020833333333e-05,0.00010850694444444444,0.00016276041666666666
130,00:00:04.304,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
131,00:00:04.338,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
132,00:00:04.371,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
133,00:00:04.404,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
134,00:00:04.438,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
135,00:00:04.471,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
136,00:00:04.505,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
137,00:00:04.538,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
138,00:00:04.571,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
139,00:00:04.605,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
140,00:00:04.638,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
141,00:00:04.671,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
142,00:00:04.705,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
143,00:00:04.738,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
144,00:00:04.771,0.009593822337962963,0.06917317708333333,0.0,0.028781467013888888,0.0
145,00:00:04.805,0.03787796585648148,0.17293294270833334,0.0,0.11363389756944445,0.0
146,00:00:04.838,0.019178602430555556,0.12451171875,0.0,0.057535807291666664,0.0
147,00:00:04.872,0.01859989872685185,0.013834635416666666,0.0,0.05579969618055555,0.0
148,00:00:04.905,0.01537181712962963,0.0830078125,0.0,0.04611545138888889,0.0
149,00:00:04.938,0.011628327546296295,0.17985026041666666,8.138020833333333e-05,0.03464084201388889,0.00016276041666666666
150,00:00:04.972,0.01171875,0.06917317708333333,8.138020833333333e-05,0.034912109375,0.00016276041666666666
151,00:00:05.005,0.00510886863425926,0.06917317708333333,8.138020833333333e-05,0.015082465277777778,0.00016276041666666666
152,00:00:05.038,0.00037073206018518515,0.048421223958333336,8.138020833333333e-05,0.0008680555555555555,0.00016276041666666666
153,00:00:05.072,0.00013563368055555553,0.0,8.138020833333333e-05,0.00016276041666666666,0.00016276041666666666
154,00:00:05.105,0.00013563368055555553,0.0,8.138020833333333e-05,0.00016276041666666666,0.00016276041666666666
155,00:00:05.138,0.00017180266203703704,0.0,8.138020833333333e-05,0.0002712673611111111,0.00016276041666666666
156,00:00:05.172,0.4214952256944445,4.807535807291667,0.5502115885416666,0.6994900173611112,0.014784071180555556
157,00:00:05.205,0.24945746527777776,0.6363932291666666,0.01953125,0.7156846788194444,0.013156467013888888
158,00:00:05.239,0.27505606192129634,2.0751953125,0.0029296875,0.8209906684027778,0.001247829861111111
159,00:00:05.272,0.9997829861111112,4.468587239583333,0.047553168402777776,2.901828342013889,0.049967447916666664
160,00:00:05.305,0.9372016059027778,4.966634114583333,0.04820421006944445,2.7249348958333335,0.03846571180555555
161,00:00:05.339,0.8319679542824074,5.443929036458333,0.08870442708333333,2.3706597222222223,0.036539713541666664
162,00:00:05.372,0.9961118344907408,5.257161458333333,0.3764377170138889,2.5189887152777777,0.09290907118055555
163,00:00:05.405,0.8194534866898149,2.9398600260416665,0.040825737847222224,2.392849392361111,0.024685329861111112
164,00:00:05.439,0.6049985532407407,1.4803059895833333,0.05154079861111111,1.7485080295138888,0.014946831597222222
165,00:00:05.472,0.43479636863425924,2.36572265625,0.03488498263888889,1.264892578125,0.004611545138888889
166,00:00:05.506,0.0002170138888888889,0.0,8.138020833333333e-05,0.0004069010416666667,0.00016276041666666666
167,00:00:05.539,0.012107566550925925,0.055338541666666664,8.138020833333333e-05,0.036078559027777776,0.00016276041666666666
168,00:00:05.572,0.00028935185185185184,0.0,8.138020833333333e-05,0.0006239149305555555,0.00016276041666666666
169,00:00:05.606,0.00010850694444444444,0.0,8.138020833333333e-05,8.138020833333333e-05,0.00016276041666666666
170,00:00:05.639,0.00010850694444444444,0.0,8.138020833333333e-05,8.138020833333333e-05,0.00016276041666666666
171,00:00:05.672,0.00010850694444444444,0.0,8.138020833333333e-05,8.138020833333333e-05,0.00016276041666666666
172,00:00:05.706,0.00010850694444444444,0.0,8.138020833333333e-05,8.138020833333333e-05,0.00016276041666666666
173,00:00:05.739,0.00010850694444444444,0.0,8.138020833333333e-05,8.138020833333333e-05,0.00016276041666666666
174,00:00:05.772,0.00010850694444444444,0.0,8.138020833333333e-05,8.138020833333333e-05,0.00016276041666666666
175,00:00:05.806,0.00010850694444444444,0.0,8.138020833333333e-05,8.138020833333333e-05,0.00016276041666666666
176,00:00:05.839,0.00033456307870370367,0.0,8.138020833333333e-05,0.0007595486111111111,0.00016276041666666666
177,00:00:05.873,0.15437825520833334,0.027669270833333332,0.018391927083333332,0.4091525607638889,0.035590277777777776
178,00:00:05.906,0.21573893229166666,0.062255859375,0.21427408854166666,0.4100477430555556,0.022894965277777776
179,00:00:05.939,0.0,0.0,0.0,0.0,0.0
180,00:00:05.973,0.41456886574074076,0.5948893229166666,0.80078125,0.4154730902777778,0.027452256944444444
181,00:00:06.006,1.2355143229166667,3.1888834635416665,1.7679850260416667,0.9105902777777778,1.0279676649305556
182,00:00:06.039,0.021891276041666668,0.07609049479166667,0.0322265625,0.015055338541666666,0.018391927083333332
183,00:00:06.073,0.02058015046296296,0.07609049479166667,0.032036675347222224,0.012396918402777778,0.017306857638888888
184,00:00:06.106,2.712673611111111e-05,0.0,0.0,8.138020833333333e-05,0.0
185,00:00:06.139,0.00010850694444444445,0.0,0.0,0.00013563368055555556,0.00018988715277777778
186,00:00:06.173,0.01659252025462963,0.2836100260416667,0.0,0.04977756076388889,0.0
187,00:00:06.206,0.015760633680555556,1.0306803385416667,0.0,0.047281901041666664,0.0
188,00:00:06.240,0.012894241898148149,0.5879720052083334,0.0,0.03868272569444445,0.0
189,00:00:06.273,0.011167173032407407,0.2628580729166667,0.001003689236111111,0.03152126736111111,0.0009765625
190,00:00:06.306,0.012071397569444446,0.034586588541666664,0.001003689236111111,0.034233940972222224,0.0009765625
191,00:00:06.340,0.0007776331018518518,0.0,0.001003689236111111,0.00035264756944444444,0.0009765625
192,00:00:06.373,0.0007776331018518518,0.0,0.001003689236111111,0.00035264756944444444,0.0009765625
193,00:00:06.406,0.0007957175925925925,0.0,0.001003689236111111,0.0004069010416666667,0.0009765625
194,00:00:06.440,0.4295970775462963,2.1443684895833335,0.5591362847222222,0.71240234375,0.017252604166666668
195,00:00:06.473,0.23418511284722224,0.3458658854166667,0.019666883680555556,0.6681043836805556,0.014784071180555556
196,00:00:06.507,0.00018084490740740742,0.0,0.0,0.0005425347222222222,0.0
197,00:00:06.540,0.101318359375,0.0830078125,0.0,0.2904730902777778,0.013481987847222222
198,00:00:06.573,0.01143844039351852,0.06917317708333333,0.001003689236111111,0.03233506944444445,0.0009765625
199,00:00:06.607,0.007667824074074074,0.07609049479166667,0.001003689236111111,0.021023220486111112,0.0009765625
200,00:00:06.640,0.005859375,0.0,0.001003689236111111,0.015597873263888888,0.0009765625
201,00:00:06.673,0.009720413773148149,0.0830078125,0.001003689236111111,0.027180989583333332,0.0009765625
202,00:00:06.707,0.006908275462962962,0.15218098958333334,0.001003689236111111,0.017849392361111112,0.0018717447916666667
203,00:00:06.740,0.003987630208333333,0.11067708333333333,0.001003689236111111,0.009982638888888888,0.0009765625
204,00:00:06.773,0.000759548611111111,0.0,0.001003689236111111,0.00029839409722222225,0.0009765625
205,00:00:06.807,0.000759548611111111,0.0,0.001003689236111111,0.00029839409722222225,0.0009765625
206,00:00:06.840,0.005036530671296296,0.020751953125,0.001003689236111111,0.013129340277777778,0.0009765625
207,00:00:06.874,0.004810474537037038,0.08992513020833333,0.001003689236111111,0.012451171875,0.0009765625
208,00:00:06.907,0.002983940972222222,0.11067708333333333,0.0,0.008951822916666666,0.0
209,00:00:06.940,0.007071035879629629,0.048421223958333336,0.0,0.021213107638888888,0.0
210,00:00:06.974,0.008716724537037037,0.07609049479166667,0.0,0.026150173611111112,0.0
211,00:00:07.007,0.008101851851851851,0.0,0.001003689236111111,0.022325303819444444,0.0009765625
212,00:00:07.040,0.006772641782407408,0.0,0.001003689236111111,0.018337673611111112,0.0009765625
213,00:00:07.074,0.006555627893518518,0.0,0.001003689236111111,0.017686631944444444,0.0009765625
214,00:00:07.107,0.011302806712962963,0.0,0.001003689236111111,0.031928168402777776,0.0009765625
215,00:00:07.140,0.010479962384259259,0.0,0.001003689236111111,0.029459635416666668,0.0009765625
216,00:00:07.174,0.005588107638888889,0.0,0.001003689236111111,0.014784071180555556,0.0009765625
217,00:00:07.207,0.010633680555555554,0.0,0.001003689236111111,0.029920789930555556,0.0009765625
218,00:00:07.241,0.007893880208333334,0.0,0.001003689236111111,0.021701388888888888,0.0009765625
219,00:00:07.274,0.01319263599537037,0.0,0.0,0.03957790798611111,0.0
220,00:00:07.307,0.011067708333333334,0.020751953125,0.0,0.033203125,0.0
221,00:00:07.341,0.010561342592592593,0.020751953125,0.001003689236111111,0.029703776041666668,0.0009765625
222,00:00:07.374,0.008138020833333334,0.020751953125,0.001003689236111111,0.022433810763888888,0.0009765625
223,00:00:07.407,0.00782154224537037,0.020751953125,0.001003689236111111,0.021484375,0.0009765625
224,00:00:07.441,0.0016185619212962963,0.020751953125,0.001003689236111111,0.002875434027777778,0.0009765625
225,00:00:07.474,0.005949797453703704,0.027669270833333332,0.001003689236111111,0.015869140625,0.0009765625
226,00:00:07.508,0.0010127314814814814,0.0,0.001003689236111111,0.0010579427083333333,0.0009765625
227,00:00:07.541,0.0009856047453703704,0.0,0.001003689236111111,0.0009765625,0.0009765625
228,00:00:07.574,0.000759548611111111,0.0,0.001003689236111111,0.00029839409722222225,0.0009765625
229,00:00:07.608,0.0007505063657407407,0.0,0.001003689236111111,0.0002712673611111111,0.0009765625
230,00:00:07.641,0.0007505063657407407,0.0,0.001003689236111111,0.0002712673611111111,0.0009765625
231,00:00:07.674,0.12556966145833334,0.027669270833333332,0.005886501736111111,0.353759765625,0.017062717013888888
232,00:00:07.708,0.13758680555555555,0.13834635416666666,0.001003689236111111,0.4014214409722222,0.010335286458333334
233,00:00:07.741,0.0,0.0,0.0,0.0,0.0
234,00:00:07.774,0.2712311921296296,0.62255859375,0.3678385416666667,0.4316677517361111,0.014187282986111112
235,00:00:07.808,0.3297254774305556,1.8607584635416667,0.5381130642361112,0.4376085069444444,0.013454861111111112
236,00:00:07.841,0.000831886574074074,0.0,0.001003689236111111,0.0005154079861111111,0.0009765625
237,00:00:07.875,0.022252965856481483,0.006917317708333333,0.04006618923611111,0.024956597222222224,0.001736111111111111
238,00:00:07.908,0.0,0.0,0.0,0.0,0.0
239,00:00:07.941,0.0007957175925925925,0.0,0.001003689236111111,0.0004069010416666667,0.0009765625
240,00:00:07.975,0.0,0.0,0.0,0.0,0.0
241,00:00:08.008,1.0928186487268519,1.5287272135416667,1.7508951822916667,0.5039876302083334,1.0235731336805556
242,00:00:08.041,0.008237485532407407,0.0,0.004286024305555556,0.006700303819444444,0.013726128472222222
243,00:00:08.075,0.0072790075231481495,0.0,0.003173828125,0.005425347222222222,0.013237847222222222
244,00:00:08.108,0.00010850694444444444,0.0,8.138020833333333e-05,8.138020833333333e-05,0.00016276041666666666
245,00:00:08.141,0.00011754918981481481,0.0,8.138020833333333e-05,0.00010850694444444444,0.00016276041666666666
246,00:00:08.175,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
247,00:00:08.208,0.00012659143518518518,0.0,8.138020833333333e-05,0.00013563368055555556,0.00016276041666666666
248,00:00:08.242,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
249,00:00:08.275,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
250,00:00:08.308,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
251,00:00:08.342,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
252,00:00:08.375,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
253,00:00:08.408,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
254,00:00:08.442,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
255,00:00:08.475,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
256,00:00:08.509,0.006573712384259259,0.027669270833333332,0.0,0.019721137152777776,0.0
257,00:00:08.542,0.007975260416666666,0.020751953125,0.0,0.02392578125,0.0
258,00:00:08.575,0.012243200231481483,0.0,0.0,0.03672960069444445,0.0
259,00:00:08.609,0.010308159722222222,0.0,8.138020833333333e-05,0.030680338541666668,0.00016276041666666666
260,00:00:08.642,0.007586443865740741,0.0,8.138020833333333e-05,0.022515190972222224,0.00016276041666666666
261,00:00:08.675,0.0,0.0,0.0,0.0,0.0
262,00:00:08.709,0.0,0.0,0.0,0.0,0.0
263,00:00:08.742,0.008924696180555556,0.0,0.0,0.026774088541666668,0.0
264,00:00:08.775,0.010669849537037037,0.0,0.0,0.03200954861111111,0.0
265,00:00:08.809,0.010669849537037037,0.0,8.138020833333333e-05,0.03176540798611111,0.00016276041666666666
266,00:00:08.842,0.006501374421296296,0.0,8.138020833333333e-05,0.019259982638888888,0.00016276041666666666
267,00:00:08.876,0.012812861689814816,0.013834635416666666,0.0,0.03843858506944445,0.0
268,00:00:08.909,0.012252242476851851,0.062255859375,0.0,0.03675672743055555,0.0
269,00:00:08.942,0.005117910879629629,0.048421223958333336,0.0,0.015353732638888888,0.0
270,00:00:08.976,0.010154441550925925,0.0,0.0,0.030463324652777776,0.0
271,00:00:09.009,0.019992404513888888,0.0,0.0,0.059977213541666664,0.0
272,00:00:09.042,0.01910626446759259,0.0,0.0,0.057318793402777776,0.0
273,00:00:09.076,0.012297453703703705,0.020751953125,0.0,0.03689236111111111,0.0
274,00:00:09.109,0.01001880787037037,0.006917317708333333,0.0,0.030056423611111112,0.0
275,00:00:09.142,0.008409288194444444,0.027669270833333332,0.0,0.025227864583333332,0.0
276,00:00:09.176,0.008897569444444444,0.0,0.0,0.026692708333333332,0.0
277,00:00:09.209,0.012812861689814816,0.0,8.138020833333333e-05,0.03819444444444445,0.00016276041666666666
278,00:00:09.243,0.010687934027777778,0.0,8.138020833333333e-05,0.031819661458333336,0.00016276041666666666
279,00:00:09.276,0.0087890625,0.0,0.0,0.0263671875,0.0
280,00:00:09.309,0.006103515625,0.0,0.0,0.018310546875,0.0
281,00:00:09.343,0.005841290509259259,0.0,0.0,0.017523871527777776,0.0
282,00:00:09.376,0.008906611689814815,0.0,8.138020833333333e-05,0.026475694444444444,0.00016276041666666666
283,00:00:09.409,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
284,00:00:09.443,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
285,00:00:09.476,9.946469907407408e-05,0.0,8.138020833333333e-05,5.425347222222222e-05,0.00016276041666666666
286,00:00:09.510,0.4332049334490741,2.0821126302083335,0.558349609375,0.723876953125,0.017388237847222224
287,00:00:09.543,0.00026222511574074077,0.0,8.138020833333333e-05,0.0005425347222222222,0.00016276041666666666
288,00:00:09.576,0.32808883101851855,0.4012044270833333,0.2470703125,0.7057291666666666,0.03146701388888889
